ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
NSLP,ACTEWAGL,2018/01/21,2018/05/31 22:00:11,51062.282,47006.489,44427.883,42357.799,40753.516,39438.794,38541.272,37611.657,37374.506,36955.860,33869.874,39959.313,42160.833,44727.516,47465.753,50304.292,53368.333,57032.365,62441.202,67048.289,76848.580,81826.540,85317.681,90946.157,97355.109,102386.916,107117.407,113594.342,118202.157,123957.188,129803.562,136444.502,143920.505,151264.859,156138.136,159465.754,153996.853,144910.167,135671.690,127712.481,119085.194,108552.366,96868.035,85115.543,84176.336,75932.005,66574.570,57482.603,36,Y,6577
NSLP,ACTEWAGL,2018/01/22,2018/05/31 22:00:11,51850.771,47944.478,45343.009,43854.510,42521.294,41267.791,40624.851,40107.660,40695.635,42238.321,43793.658,52856.587,58632.420,60198.037,61029.847,60573.071,60139.023,59693.605,61791.910,63292.101,68829.644,68597.666,67245.415,69594.555,72626.605,74703.765,79565.849,77506.201,86701.173,90567.202,93051.039,98675.103,106643.533,114220.113,119843.186,122937.586,121607.679,117470.527,116604.575,112117.113,105540.049,97751.561,88862.620,80188.847,80167.213,72809.847,63711.214,55320.703,37,Y,6577
NSLP,ACTEWAGL,2018/01/23,2018/05/31 22:00:11,49741.783,46745.178,44488.277,43179.171,42010.365,41233.613,40796.443,40601.419,41188.238,43608.416,46488.334,55296.599,61022.983,63816.612,63548.103,64053.664,63495.043,64488.663,63496.581,61142.866,70635.694,70355.172,71133.816,73872.701,81533.162,85377.173,88433.103,94389.764,101757.256,108067.793,116335.567,129444.952,128531.856,137030.382,146898.600,152842.359,149871.299,142746.710,138221.776,131569.604,119943.344,106941.781,92385.447,76589.250,76449.623,69529.512,60298.650,51854.284,38,Y,6577
NSLP,ACTEWAGL,2018/01/24,2018/05/31 22:00:11,46795.231,44031.462,41261.407,39823.155,38282.248,37704.277,37149.596,40291.850,40806.544,43438.077,46554.351,54772.905,60985.109,63495.890,63327.288,62628.690,63331.711,64379.486,63831.315,64363.842,70443.305,67571.337,64443.514,62135.330,60652.297,60484.383,59048.615,59846.489,62161.164,61826.050,64754.617,66701.922,68296.912,73701.168,76018.324,78479.310,80442.752,81136.743,79982.066,79155.743,76533.350,72389.341,66993.519,61609.537,65113.961,60733.178,53242.146,45341.138,39,Y,6577
NSLP,ACTEWAGL,2018/01/25,2018/05/31 22:00:11,40354.858,38187.489,36534.955,35492.351,35430.796,34687.580,34888.738,34848.217,35873.312,38574.474,42527.351,51023.788,57028.442,61052.933,60150.833,56571.239,54724.687,52685.405,54294.008,54824.784,61927.356,62988.549,67481.784,77837.839,82503.919,76517.669,66896.608,67409.694,72310.929,75838.059,82368.770,92132.156,100787.572,107523.930,108446.969,105779.018,101044.652,96820.338,94627.227,91234.989,87925.573,83616.406,77599.937,70852.733,72904.642,66528.467,58561.356,50263.743,40,Y,6577
NSLP,ACTEWAGL,2018/01/26,2018/05/31 22:00:11,45157.101,41904.743,40208.088,38675.788,37873.071,36879.639,36285.540,35759.211,35886.331,36327.801,34223.621,39385.416,43017.225,45724.319,48711.066,51185.403,53593.305,56073.227,60878.846,63732.606,72466.760,75066.753,77339.108,80869.176,87003.658,90616.666,94385.808,97210.816,99996.545,93551.314,86503.942,90059.647,93759.057,102133.593,98937.782,95901.764,91218.691,88503.591,86230.337,83086.152,80071.345,76704.944,72983.531,67979.200,70914.414,64919.898,57499.998,49951.767,41,Y,6577
NSLP,ACTEWAGL,2018/01/27,2018/05/31 22:00:11,45394.307,42821.849,40739.612,39316.028,38581.739,37534.212,36875.971,36439.134,36308.141,36842.930,34952.200,39310.782,42478.817,44072.748,46770.282,53450.143,54772.334,54394.168,61314.072,64806.712,68763.144,64052.163,63295.703,69594.048,69214.358,65028.147,69613.532,71487.539,72757.345,74872.220,76326.738,78945.676,84550.677,92225.821,94580.743,93276.422,88098.964,82786.054,79849.380,77043.406,75107.956,71679.237,68463.519,64421.583,68750.639,63994.005,56649.678,49373.671,42,Y,6577
NSLP,ACTEWAGL,2018/01/28,2018/05/31 22:00:11,45046.441,42149.663,40624.048,39335.660,38392.274,37860.668,37196.286,37063.603,36919.172,37244.461,36367.753,39272.819,42431.076,44920.773,48298.700,51789.510,54431.986,57791.802,61462.421,62526.952,70021.822,73908.011,73755.876,77167.340,82429.579,87604.523,89631.763,94121.201,95712.006,98535.451,101347.990,104730.805,110977.207,114334.992,113651.183,111665.125,107519.246,103559.917,101000.657,94878.735,90941.176,85242.295,78280.391,70578.645,72604.670,65927.315,57626.635,49094.305,36,Y,6577
NSLP,ACTEWAGL,2018/01/29,2018/05/31 22:00:11,44504.915,41284.953,39478.912,37891.649,37102.500,36515.301,36292.416,36217.641,36852.203,38748.457,40917.374,49440.174,55921.968,58551.098,57954.985,55566.906,53830.069,52034.557,52774.014,52925.876,58557.301,59395.310,60145.698,62914.897,67307.256,69653.830,73394.790,77452.150,83369.867,89463.681,97040.197,105548.406,115756.170,126969.674,135961.308,139633.646,136579.539,129569.813,120570.903,113605.545,106468.923,97314.180,87685.053,78266.471,77830.809,70723.152,61314.721,52923.436,37,Y,6577
NSLP,ACTEWAGL,2018/01/30,2018/05/31 22:00:11,47956.691,44651.093,42699.490,41333.128,39967.457,39490.166,38685.197,38413.026,39336.473,41416.711,43119.077,51300.200,58528.294,59986.175,59151.573,57330.140,56067.867,55392.066,57430.139,58332.382,64479.749,67628.239,74113.521,78694.938,81594.907,77982.045,83140.245,84675.210,89905.372,93685.427,92056.635,92228.338,96338.282,98561.906,97330.680,96332.670,94195.800,90537.849,89248.355,81261.919,74887.773,69052.394,61678.591,55551.727,59755.468,55420.287,47880.525,40818.863,38,Y,6577
